Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Med_Cmp,Med_Att,Med_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,Prog
1676,Martín,es ESP,MF,Cádiz,es La Liga,22,1999,1.3,34,48,70.8,645,246,20,22,90.9,8,12,66.7,6,12,50,0,0,0,0,1,8,1,0,5
1677,Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,24,1997,25.5,768,1126,68.2,13643,5220,377,427,88.3,274,364,75.3,104,272,38.2,1,5.7,4.8,-4.7,46,57,29,17,55
1678,Ander Martin,es ESP,FWMF,Real Sociedad,es La Liga,20,2000,1,36,49,73.5,420,62,25,29,86.2,7,9,77.8,1,5,20,0,0.1,0.1,-0.1,2,0,1,0,1
1679,Andrés Martín,es ESP,FWMF,Rayo Vallecano,es La Liga,22,1999,2.1,21,35,60,304,80,12,17,70.6,9,13,69.2,0,2,0,0,0,0.1,0,0,2,1,0,4
1680,Carlos Martín,es ESP,DF,Atlético Madrid,es La Liga,19,2002,0.1,1,2,50,16,0,0,0,,1,2,50,0,0,,0,0,0,0,0,0,0,0,0
1681,Iván Martín,es ESP,MFFW,Alavés,es La Liga,22,1999,1.8,51,65,78.5,722,209,33,35,94.3,15,18,83.3,2,7,28.6,0,0,0.1,0,0,7,0,0,8
1682,Jonas Martin,fr FRA,MF,Rennes,fr Ligue 1,31,1990,23.4,1533,1695,90.4,25615,7213,731,792,92.3,638,672,94.9,117,149,78.5,1,1.2,1.1,-0.2,9,142,7,0,89
1683,Martinelli,br BRA,FWMF,Arsenal,eng Premier League,20,2001,20.7,439,611,71.8,6765,1235,252,303,83.2,150,204,73.5,29,62,46.8,6,4.7,3.4,+1.3,34,11,16,5,20
1684,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,28,1992,36,816,1103,74,21013,14337,202,203,99.5,383,390,98.2,227,502,45.2,0,0,0,0,0,15,0,0,0
1685,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,30,1991,26,952,1213,78.5,20506,8335,296,342,86.5,485,549,88.3,163,288,56.6,0,0.6,0.7,-0.6,4,60,6,2,53
1686,Javi Martínez,es ESP,MFFW,Osasuna,es La Liga,21,1999,9.8,291,398,73.1,4346,1097,159,194,82,97,125,77.6,18,35,51.4,1,0.9,0.5,+0.1,11,19,4,3,13
1687,Josep Martinez,es ESP,GK,RB Leipzig,de Bundesliga,23,1998,1,18,21,85.7,435,368,4,4,100,10,10,100,4,7,57.1,0,0,0,0,0,1,0,0,0
1688,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,23,1997,25.4,371,510,72.7,5262,1164,207,259,79.9,113,155,72.9,21,34,61.8,3,3.6,1.9,-0.6,28,27,15,1,33
1689,Pablo Martínez,es ESP,MF,Levante,es La Liga,23,1998,7.3,177,258,68.6,2890,961,80,100,80,71,92,77.2,13,37,35.1,1,1,0.6,0,6,12,5,1,16
1690,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,25,1996,15.9,1007,1123,89.7,21071,7834,310,333,93.1,543,581,93.5,146,186,78.5,0,1.1,0.5,-1.1,5,73,1,0,56
1691,Gelson Martins,pt POR,MFFW,Monaco,fr Ligue 1,26,1995,21.2,504,664,75.9,6734,1322,322,375,85.9,140,188,74.5,15,27,55.6,3,2.7,3,+0.3,22,24,18,2,38
1692,Adam Marušić,me MNE,DF,Lazio,it Serie A,28,1992,30.2,1650,1887,87.4,23925,8274,938,1004,93.4,555,646,85.9,78,124,62.9,0,0.7,0.5,-0.7,8,117,10,3,70
1693,Omar Mascarell,es ESP,MF,Elche,es La Liga,28,1993,27.7,1051,1234,85.2,19127,5066,457,501,91.2,435,485,89.7,131,191,68.6,0,0.3,0.3,-0.3,7,69,4,0,62
1694,Andrea Masiello,it ITA,DF,Genoa,it Serie A,35,1986,5.7,276,313,88.2,5179,2061,105,111,94.6,139,155,89.7,27,38,71.1,0,0,0,0,1,6,0,0,12
1695,Adam Masina,ma MAR,DF,Watford,eng Premier League,27,1994,12,375,549,68.3,7252,3197,147,183,80.3,178,230,77.4,47,121,38.8,1,1,0.7,0,7,33,7,6,31
1696,Erhan Mašović,rs SRB,DF,Bochum,de Bundesliga,22,1998,17.2,522,676,77.2,11207,2694,116,138,84.1,328,361,90.9,73,158,46.2,0,0,0.1,0,0,22,1,0,25
1697,Roberto Massimo,de GER,DFFW,Stuttgart,de Bundesliga,20,2000,9.7,222,295,75.3,3115,710,134,155,86.5,66,81,81.5,10,24,41.7,0,1.3,1.3,-1.3,12,9,6,3,8
1698,Arthur Masuaku,cd COD,DFFW,West Ham,eng Premier League,27,1993,7.2,289,382,75.7,4058,1291,171,189,90.5,87,121,71.9,15,40,37.5,1,0.8,0.8,+0.2,2,30,6,2,17
1699,Jaime Mata,es ESP,FW,Getafe,es La Liga,32,1988,7.5,135,207,65.2,1741,366,80,112,71.4,40,55,72.7,4,11,36.4,0,0.9,0.4,-0.9,8,7,5,1,9
1700,Juan Mata,es ESP,MF,Manchester Utd,eng Premier League,33,1988,2.6,187,217,86.2,2589,580,119,127,93.7,43,52,82.7,14,19,73.7,0,0.3,0.3,-0.3,2,16,6,2,8
1701,Pape Matar Sarr,sn SEN,MF,Metz,fr Ligue 1,18,2002,23.7,838,1013,82.7,14714,3826,384,451,85.1,335,372,90.1,90,137,65.7,3,1.5,1.2,+1.5,20,90,10,0,70
1702,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,19,2002,8.8,341,394,86.5,5732,1294,157,172,91.3,156,171,91.2,24,36,66.7,0,0.2,0.3,-0.2,4,34,4,0,35
1703,Aleš Matějů,cz CZE,DF,Venezia,it Serie A,25,1996,8.1,217,294,73.8,3561,1647,112,136,82.4,78,101,77.2,20,38,52.6,1,1,1.3,0,7,11,8,5,17
1704,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,24,1997,12.7,158,238,66.4,1749,253,106,142,74.6,29,44,65.9,2,7,28.6,1,1.2,0.6,-0.2,7,4,3,1,4
1705,Nemanja Matić,rs SRB,MF,Manchester Utd,eng Premier League,32,1988,15.4,911,1053,86.5,15189,4883,447,493,90.7,344,384,89.6,88,110,80,4,2.1,1.4,+1.9,13,97,7,2,70
1706,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,29,1991,31,2074,2344,88.5,39370,13121,675,757,89.2,1170,1262,92.7,202,271,74.5,3,1.3,2,+1.7,12,186,9,0,136
1707,Chrislain Matsima,fr FRA,DF,Monaco,fr Ligue 1,19,2002,1.5,74,88,84.1,1347,502,25,31,80.6,42,46,91.3,5,7,71.4,0,0,0,0,0,3,0,0,3
1708,Azor Matusiwa,nl NED,MF,Reims,fr Ligue 1,23,1998,27.4,985,1185,83.1,18257,5165,438,504,86.9,393,454,86.6,138,176,78.4,1,0.8,0.6,+0.2,16,110,9,1,91
1709,Neal Maupay,fr FRA,FW,Brighton,eng Premier League,24,1996,25.3,479,622,77,6208,920,279,326,85.6,144,174,82.8,11,19,57.9,2,2.9,2,-0.9,23,20,25,2,34
1710,Stephy Mavididi,eng ENG,FWMF,Montpellier,fr Ligue 1,23,1998,25.5,434,558,77.8,5450,1102,251,301,83.4,114,143,79.7,15,25,60,3,3,2.2,0,23,17,16,5,26
1711,Konstantinos Mavropanos,gr GRE,DF,Stuttgart,de Bundesliga,23,1997,30.1,1493,1859,80.3,30155,12003,568,645,88.1,670,777,86.2,235,373,63,0,0.6,0.8,-0.6,10,109,7,1,98
1712,Eric Maxim Choupo-Moting,cm CMR,FWMF,Bayern Munich,de Bundesliga,32,1989,4.2,102,139,73.4,1337,378,59,73,80.8,31,40,77.5,4,6,66.7,2,1.4,0.8,+0.6,6,7,4,0,11
1713,Luís Maximiano,pt POR,GK,Granada,es La Liga,22,1999,34.8,641,1177,54.5,22171,18038,89,89,100,250,258,96.9,301,826,36.4,0,0,0.1,0,0,33,1,0,1
1714,Borja Mayoral,es ESP,FWDF,Roma,it Serie A,24,1997,1.1,26,39,66.7,393,41,18,23,78.3,5,7,71.4,1,3,33.3,0,0,0,0,0,0,0,0,2
1715,Borja Mayoral,es ESP,FW,Getafe,es La Liga,24,1997,11.6,189,260,72.7,2604,544,108,137,78.8,47,64,73.4,14,19,73.7,1,1.5,0.5,-0.5,13,11,6,2,15
1716,Derek Mazou-Sacko,fr FRA,FWDF,Troyes,fr Ligue 1,16,2004,0,0,1,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1717,Pasquale Mazzocchi,it ITA,DF,Venezia,it Serie A,26,1995,13.8,446,596,74.8,7334,2607,241,272,88.6,154,211,73,43,80,53.8,0,0.4,0.5,-0.4,5,26,7,3,26
1718,Pasquale Mazzocchi,it ITA,DF,Salernitana,it Serie A,26,1995,14.1,416,579,71.8,7213,2846,199,231,86.1,164,220,74.5,43,100,43,2,1.7,1.4,+0.3,18,24,17,12,24
1719,Kevin Mbabu,ch SUI,DF,Wolfsburg,de Bundesliga,26,1995,15.5,599,883,67.8,11209,4657,236,288,81.9,291,386,75.4,66,148,44.6,0,1.6,2.1,-1.6,21,45,18,8,59
1720,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,22,1998,33.6,1139,1435,79.4,15413,2996,715,821,87.1,276,348,79.3,60,101,59.4,17,13.3,9.1,+3.7,70,75,58,9,76
1721,Ibrahima Mbaye,sn SEN,DF,Bologna,it Serie A,26,1994,1.2,34,52,65.4,381,230,27,33,81.8,6,15,40,0,2,0,0,0,0,0,0,2,0,0,2
1722,Amadou Mbengue,sn SEN,DFMF,Metz,fr Ligue 1,19,2002,6.8,245,292,83.9,4644,1783,91,100,91,120,127,94.5,26,54,48.1,0,0,0.2,0,2,17,1,0,14
1723,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,21,1999,32.3,527,817,64.5,7739,1649,315,409,77,149,229,65.1,38,81,46.9,7,4.1,3.3,+2.9,34,33,28,7,36
1724,Jason Mbock,fr FRA,FW,Angers,fr Ligue 1,21,1999,0.2,3,5,60,32,0,3,4,75,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1725,Jordi Mboula,es ESP,FW,Mallorca,es La Liga,22,1999,4.8,52,90,57.8,643,146,37,49,75.5,12,28,42.9,1,2,50,0,0.1,0.1,-0.1,3,4,2,1,2
1726,Moustapha Mbow,sn SEN,DF,Reims,fr Ligue 1,21,2000,1,19,25,76,421,125,7,9,77.8,8,10,80,4,6,66.7,0,0,0,0,0,0,0,0,0
1727,Nathanael Mbuku,fr FRA,FWMF,Reims,fr Ligue 1,19,2002,15.8,261,373,70,3851,971,139,173,80.3,88,123,71.5,17,33,51.5,1,1.1,0.6,-0.1,10,31,9,2,20
1728,James McArthur,sct SCO,MF,Crystal Palace,eng Premier League,33,1987,16,773,940,82.2,13033,3151,357,397,89.9,330,366,90.2,61,114,53.5,3,1.6,1,+1.4,16,64,19,4,59
1729,James Mcatee,eng ENG,MFFW,Manchester City,eng Premier League,18,2002,0.2,9,13,69.2,141,7,3,5,60,6,6,100,0,1,0,0,0,0,0,0,0,0,0,0
1730,Kasey McAteer,eng ENG,FW,Leicester City,eng Premier League,19,2001,0,1,1,100,5,0,1,1,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1731,Liam McCarron,sct SCO,FW,Leeds United,eng Premier League,20,2001,0.1,2,2,100,42,0,1,1,100,0,0,,1,1,100,0,0,0,0,0,0,0,0,0
1732,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,31,1989,17,318,508,62.6,8708,6548,79,79,100,139,141,98.6,97,283,34.3,0,0.1,0,-0.1,1,9,0,0,0
1733,John McGinn,sct SCO,MF,Aston Villa,eng Premier League,26,1994,34.3,1023,1365,74.9,20891,8297,394,464,84.9,416,515,80.8,187,318,58.8,4,5.4,5.3,-1.4,51,163,48,12,149
1734,Weston McKennie,us USA,MF,Juventus,it Serie A,22,1998,15.2,424,565,75,6664,1916,231,281,82.2,139,182,76.4,37,53,69.8,0,1.5,0.9,-1.5,20,39,11,2,34
1735,Stuart McKinstry,sct SCO,MF,Leeds United,eng Premier League,18,2002,0,2,3,66.7,28,0,1,1,100,1,2,50,0,0,,0,0,0,0,0,0,0,0,0
1736,Kenny McLean,sct SCO,MF,Norwich City,eng Premier League,29,1992,30.1,786,1090,72.1,13086,4130,390,488,79.9,301,386,78,71,143,49.7,0,0.9,1,-0.9,10,73,21,0,80
1737,Dwight McNeil,eng ENG,MF,Burnley,eng Premier League,21,1999,34.5,782,1154,67.8,14022,4010,377,434,86.9,265,358,74,112,245,45.7,1,5.3,5.3,-4.3,47,67,43,21,67
1738,Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,24,1996,26.5,1060,1254,84.5,18096,5344,492,561,87.7,427,482,88.6,108,134,80.6,1,2.2,2,-1.2,23,113,9,2,88
1739,Gary Medel,cl CHI,DF,Bologna,it Serie A,33,1987,31.4,1508,1696,88.9,30848,12987,492,520,94.6,756,802,94.3,245,335,73.1,1,0.4,0.7,+0.6,3,73,6,0,55
1740,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,22,1999,28.8,2018,2262,89.2,34890,14518,931,991,93.9,848,920,92.2,185,259,71.4,0,0.4,0.7,-0.4,5,166,6,0,147
1741,Nathan de Medina,be BEL,DF,Arminia,de Bundesliga,23,1997,8.6,219,314,69.7,3880,1429,88,103,85.4,117,153,76.5,12,37,32.4,0,0,0.1,0,0,8,1,1,8
1742,Ben Mee,eng ENG,DF,Burnley,eng Premier League,31,1989,20.4,535,763,70.1,11809,4762,175,215,81.4,245,301,81.4,111,218,50.9,0,1.2,0.1,-1.2,5,51,2,1,34
1743,Admir Mehmedi,ch SUI,DF,Wolfsburg,de Bundesliga,30,1991,0,3,5,60,39,9,2,3,66.7,1,1,100,0,0,,0,0,0,0,0,1,0,0,0
1744,Hannibal Mejbri,tn TUN,FW,Manchester Utd,eng Premier League,18,2003,0.8,17,21,81,180,9,12,13,92.3,3,3,100,0,1,0,0,0,0,0,0,1,0,0,0
1745,Farid El Melali,dz ALG,FW,Angers,fr Ligue 1,24,1997,0.2,2,4,50,26,0,1,1,100,1,1,100,0,1,0,0,0,0,0,0,0,0,0,0
1746,Filippo Melegoni,it ITA,MFFW,Genoa,it Serie A,22,1999,10.9,234,347,67.4,3325,1086,133,168,79.2,73,104,70.2,14,37,37.8,0,1.4,1.8,-1.4,15,14,11,3,26
1747,Óscar Melendo,es ESP,MFFW,Espanyol,es La Liga,23,1997,11,392,436,89.9,5899,1600,205,214,95.8,141,154,91.6,22,31,71,0,1.7,1,-1.7,18,49,14,1,43
1748,Gonzalo Melero,es ESP,MF,Levante,es La Liga,27,1994,18.8,657,778,84.4,9911,2323,365,415,88,232,260,89.2,34,49,69.4,2,1.1,0.6,+0.9,16,49,6,0,49
1749,Birger Meling,no NOR,DF,Rennes,fr Ligue 1,26,1994,20.3,948,1119,84.7,15768,4575,467,532,87.8,374,421,88.8,88,116,75.9,4,2.3,2.3,+1.7,15,48,20,5,69
1750,Arthur Melo,br BRA,MF,Juventus,it Serie A,24,1996,10.7,626,700,89.4,11432,3015,247,272,90.8,291,308,94.5,71,81,87.7,0,0.4,0.4,-0.4,6,64,5,0,36
1751,Memphis,nl NED,FW,Barcelona,es La Liga,27,1994,20.6,705,945,74.6,9485,2460,454,518,87.6,136,195,69.7,52,119,43.7,2,5.1,5.7,-3.1,45,29,31,9,52
1752,Houboulang Mendes,fr FRA,DF,Lorient,fr Ligue 1,23,1998,35.8,1174,1446,81.2,20102,6588,518,573,90.4,526,621,84.7,94,190,49.5,1,1.4,1,-0.4,13,57,12,11,44
1753,Nuno Mendes,pt POR,DF,Paris S-G,fr Ligue 1,19,2002,18.4,980,1131,86.6,14426,3624,578,622,92.9,311,357,87.1,53,74,71.6,1,2.9,2.2,-1.9,19,59,12,4,34
1754,Pedro Mendes,pt POR,DF,Montpellier,fr Ligue 1,30,1990,0.2,5,8,62.5,136,66,0,0,,4,4,100,1,4,25,0,0.1,0,-0.1,1,1,1,0,2
1755,Thiago Mendes,br BRA,MFDF,Lyon,fr Ligue 1,29,1992,20.7,1374,1564,87.9,25918,8629,578,622,92.9,594,639,93,176,255,69,1,1.5,1.6,-0.5,15,136,10,1,88
1756,Tomás Mendes,es ESP,MF,Alavés,es La Liga,16,2004,0.1,4,5,80,91,9,1,2,50,2,2,100,1,1,100,0,0,0,0,0,0,0,0,0
1757,Brais Méndez,es ESP,MF,Celta Vigo,es La Liga,24,1997,33.6,1195,1528,78.2,18075,4927,664,767,86.6,351,428,82,98,154,63.6,5,3.6,3.9,+1.4,35,133,42,6,129
1758,Édgar Méndez,es ESP,FWMF,Alavés,es La Liga,31,1990,17.9,257,444,57.9,4312,1233,140,199,70.4,81,132,61.4,29,63,46,1,2.5,1.8,-1.5,18,19,18,11,26
1759,Arial Mendy,sn SEN,DFFW,Clermont Foot,fr Ligue 1,26,1994,8.8,315,404,78,4937,1506,170,189,89.9,108,137,78.8,26,45,57.8,0,1.7,1.5,-1.7,9,20,7,5,21
1760,Batista Mendy,fr FRA,MFDF,Angers,fr Ligue 1,21,2000,26.8,1059,1242,85.3,19289,5883,417,470,88.7,529,577,91.7,94,151,62.3,1,0.9,0.8,+0.1,11,88,8,1,73
1761,Benjamin Mendy,fr FRA,DF,Manchester City,eng Premier League,27,1994,0.9,80,94,85.1,1225,387,42,46,91.3,33,35,94.3,3,7,42.9,0,0.2,0.1,-0.2,2,9,1,1,5
1762,Edouard Mendy,sn SEN,GK,Chelsea,eng Premier League,29,1992,34,811,957,84.7,17070,11359,282,284,99.3,333,344,96.8,157,288,54.5,0,0,0,0,0,5,0,0,0
1763,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,26,1995,19.3,1226,1351,90.7,16815,4718,757,797,95,367,399,92,47,63,74.6,1,1.7,2.3,-0.7,19,85,14,1,51
1764,Nampalys Mendy,sn SEN,MF,Leicester City,eng Premier League,29,1992,11.5,593,645,91.9,9282,1636,304,323,94.1,233,247,94.3,35,43,81.4,0,0,0.1,0,1,39,0,0,22
1765,Gideon Mensah,gh GHA,DF,Bordeaux,fr Ligue 1,23,1998,13.4,638,790,80.8,10150,3259,322,356,90.4,266,328,81.1,32,59,54.2,2,2,1.9,0,16,39,15,10,45
1766,Jorge Meré,es ESP,DF,Köln,de Bundesliga,24,1997,5.4,255,305,83.6,5548,1771,63,75,84,149,160,93.1,41,64,64.1,0,0,0.1,0,1,20,1,0,21
1767,Alex Meret,it ITA,GK,Napoli,it Serie A,24,1997,6.9,176,197,89.3,4020,2763,51,51,100,75,76,98.7,49,67,73.1,0,0,0,0,0,0,0,0,0
1768,Fran Mérida,es ESP,MF,Espanyol,es La Liga,31,1990,3,119,177,67.2,2207,796,51,64,79.7,44,56,78.6,18,43,41.9,0,0.2,0.2,-0.2,4,19,2,1,10
1769,Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,25,1996,32.1,1351,1768,76.4,21676,7560,699,832,84,462,576,80.2,119,206,57.8,2,4,3.5,-2,31,172,41,6,153
1770,Quentin Merlin,fr FRA,DFMF,Nantes,fr Ligue 1,19,2002,21.4,1027,1358,75.6,17991,7101,494,561,88.1,402,514,78.2,115,229,50.2,3,3.3,3.7,-0.3,31,114,25,13,97
1771,Martín Merquelanz,es ESP,FWMF,Rayo Vallecano,es La Liga,26,1995,1.9,48,69,69.6,834,301,22,28,78.6,18,20,90,5,11,45.5,0,1,0.6,-1,7,2,6,2,7
1772,Yıldırım Mert Çetin,tr TUR,MF,Hellas Verona,it Serie A,24,1997,0.5,23,33,69.7,390,188,11,15,73.3,9,12,75,3,3,100,0,0,0,0,0,2,0,0,0
1773,Dries Mertens,be BEL,FWMF,Napoli,it Serie A,34,1987,15.4,400,548,73,5833,1575,247,292,84.6,102,140,72.9,30,56,53.6,1,3.5,2.5,-2.5,33,33,18,1,42
1774,Illan Meslier,fr FRA,GK,Leeds United,eng Premier League,21,2000,37.6,1037,1392,74.5,24030,14107,249,253,98.4,558,571,97.7,227,560,40.5,0,0,0,0,0,3,0,0,0
1775,Lionel Messi,ar ARG,FWMF,Paris S-G,fr Ligue 1,34,1987,23.9,1400,1657,84.5,21653,7360,762,844,90.3,450,512,87.9,113,154,73.4,14,9.2,9,+4.8,63,217,82,3,226
1776,Junior Messias,br BRA,FWMF,Milan,it Serie A,30,1991,15.9,364,544,66.9,5269,1431,217,276,78.6,113,177,63.8,20,53,37.7,2,2.2,2.2,-0.2,21,27,22,4,38
1777,Thomas Meunier,be BEL,DF,Dortmund,de Bundesliga,29,1991,15.6,897,1155,77.7,14520,5543,443,498,89,354,453,78.1,70,130,53.8,4,2.6,2.9,+1.4,15,62,25,15,75
1778,Mexer,mz MOZ,DF,Bordeaux,fr Ligue 1,32,1988,13.6,579,692,83.7,12148,4418,172,191,90.1,322,352,91.5,81,134,60.4,0,0,0.1,0,0,21,1,0,17
1779,Marco Meyerhöfer,de GER,DF,Greuther Fürth,de Bundesliga,25,1995,25.3,878,1200,73.2,13765,6400,477,534,89.3,315,438,71.9,65,143,45.5,0,0.9,0.9,-0.9,18,72,7,3,74
1780,Matt Miazga,us USA,DF,Alavés,es La Liga,26,1995,9.3,244,321,76,5215,2078,72,90,80,131,155,84.5,39,70,55.7,0,0.2,0,-0.2,2,4,0,0,8
1781,Kingsley Michael,ng NGA,MF,Bologna,it Serie A,21,1999,0.8,23,26,88.5,371,77,12,13,92.3,9,10,90,2,3,66.7,0,0,0,0,0,3,0,0,2
1782,Sven Michel,de GER,FW,Union Berlin,de Bundesliga,31,1990,3.8,66,115,57.4,876,178,36,56,64.3,15,31,48.4,5,8,62.5,1,1.2,0.8,-0.2,5,4,3,2,6
1783,Edouard Michut,fr FRA,MF,Paris S-G,fr Ligue 1,18,2003,0.8,51,54,94.4,723,163,31,32,96.9,16,16,100,2,2,100,1,0.1,0.1,+0.9,1,3,0,0,2
1784,Miguel,es ESP,FWMF,Alavés,es La Liga,21,1999,9.2,103,161,64,1350,172,65,81,80.2,34,43,79.1,2,6,33.3,1,0.2,0.4,+0.8,5,6,2,1,4
1785,Valentin Mihaila,ro ROU,MFFW,Atalanta,it Serie A,21,2000,0.8,17,33,51.5,229,37,12,21,57.1,5,6,83.3,0,1,0,0,0,0,0,0,0,0,0,0
1786,Mikael,br BRA,FWMF,Salernitana,it Serie A,22,1999,1,10,18,55.6,124,13,7,11,63.6,1,3,33.3,1,1,100,0,0,0,0,0,0,0,0,0
1787,Hilmir Mikaelsson,is ISL,FW,Venezia,it Serie A,17,2004,0.2,2,3,66.7,18,6,2,2,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1788,Georges Mikautadze,ge GEO,FW,Metz,fr Ligue 1,20,2000,0,0,2,0,0,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1789,William Mikelbrencis,fr FRA,DF,Metz,fr Ligue 1,17,2004,6.8,224,311,72,3695,1587,112,131,85.5,86,115,74.8,18,44,40.9,1,0.4,0.3,+0.6,3,18,3,2,18
1790,Nikola Milenković,rs SRB,DF,Fiorentina,it Serie A,23,1997,32.5,1877,2098,89.5,38438,11989,545,607,89.8,1076,1137,94.6,243,316,76.9,0,0.4,0.5,-0.4,2,120,3,0,81
1791,Arkadiusz Milik,pl POL,FW,Marseille,fr Ligue 1,27,1994,15.7,299,377,79.3,3900,423,170,202,84.2,73,88,83,13,19,68.4,2,1.9,1.5,+0.1,15,13,8,0,14
1792,Sergej Milinković-Savić,rs SRB,MF,Lazio,it Serie A,26,1995,34.4,1893,2367,80,29489,7484,1004,1170,85.8,652,768,84.9,145,233,62.2,10,7,4.1,+3.0,52,168,48,10,148
1793,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,24,1997,27,528,1026,51.5,18715,14556,52,53,98.1,243,247,98.4,233,717,32.5,0,0,0.2,0,0,51,3,0,1
1794,Éder Militão,br BRA,DF,Real Madrid,es La Liga,23,1998,33.7,1801,2037,88.4,34764,12063,650,688,94.5,893,953,93.7,220,314,70.1,2,1.3,1.5,+0.7,12,137,5,1,68
1795,Luka Milivojević,rs SRB,MF,Crystal Palace,eng Premier League,30,1991,8.6,400,493,81.1,7100,2097,182,202,90.1,157,185,84.9,46,79,58.2,0,0.9,1,-0.9,11,36,6,3,32
1796,Luis Milla,es ESP,MF,Granada,es La Liga,26,1994,30.8,1150,1464,78.6,20993,7353,509,575,88.5,445,508,87.6,156,298,52.3,3,4.3,3.8,-1.3,42,151,21,12,128
1797,Pere Milla,es ESP,MFFW,Elche,es La Liga,28,1992,18.3,367,515,71.3,5192,1300,213,266,80.1,102,140,72.9,25,52,48.1,3,1.5,1,+1.5,12,20,13,4,27
1798,Enzo Millot,fr FRA,MF,Stuttgart,de Bundesliga,19,2002,0.6,24,31,77.4,330,87,13,15,86.7,8,10,80,1,1,100,1,0.2,0.2,+0.8,1,1,2,1,3
1799,James Milner,eng ENG,MFDF,Liverpool,eng Premier League,35,1986,9.5,646,777,83.1,11063,3500,301,327,92,264,312,84.6,62,95,65.3,1,2.4,1.5,-1.4,22,73,18,6,53
1800,Santi Mina,es ESP,FW,Celta Vigo,es La Liga,25,1995,26.3,432,662,65.3,5909,1027,260,361,72,97,150,64.7,31,51,60.8,3,2.9,1.7,+0.1,21,28,9,1,28
1801,Yerry Mina,co COL,DF,Everton,eng Premier League,26,1994,9.4,288,362,79.6,5565,1860,97,116,83.6,136,159,85.5,43,68,63.2,0,0,0,0,1,10,0,0,15
1802,Takumi Minamino,jp JPN,FWMF,Liverpool,eng Premier League,26,1995,2.1,58,69,84.1,648,146,42,45,93.3,10,15,66.7,2,2,100,0,0.5,0.6,-0.5,2,6,3,0,6
1803,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,28,1993,35.4,1336,1684,79.3,26051,10825,446,513,86.9,744,820,90.7,130,302,43,3,1.1,1.1,+1.9,10,85,5,0,68
1804,Óscar Mingueza,es ESP,DF,Barcelona,es La Liga,22,1999,9.9,652,754,86.5,10563,3034,320,340,94.1,252,289,87.2,53,84,63.1,1,0.8,1.2,+0.2,9,38,13,8,33
1805,Rafa Mir,es ESP,FW,Sevilla,es La Liga,24,1997,20.1,234,353,66.3,3392,400,142,188,75.5,74,111,66.7,9,16,56.3,0,0.4,0.4,-0.4,7,12,5,2,12
1806,Jorge Miramón,es ESP,DF,Levante,es La Liga,32,1989,22,793,1046,75.8,13299,5439,429,486,88.3,278,352,79,77,158,48.7,0,1.3,1.1,-1.3,16,60,25,11,72
1807,Aleksei Miranchuk,ru RUS,MFFW,Atalanta,it Serie A,25,1995,8.6,310,384,80.7,4480,1088,183,212,86.3,94,112,83.9,20,30,66.7,5,3.4,2.3,+1.6,22,24,15,2,28
1808,Juan Miranda,es ESP,DF,Betis,es La Liga,21,2000,8.7,385,514,74.9,6302,2499,191,213,89.7,161,210,76.7,26,68,38.2,2,1.5,1.4,+0.5,7,21,9,4,28
1809,Fabio Miretti,it ITA,MF,Juventus,it Serie A,17,2003,3.6,117,145,80.7,2278,795,49,58,84.5,50,59,84.7,16,20,80,0,0.4,0.6,-0.4,5,13,3,0,16
1810,Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,21,1999,34.5,1393,1930,72.2,21564,10421,745,864,86.2,526,700,75.1,84,236,35.6,2,1.8,1.7,+0.2,21,103,33,15,107
1811,Stefan Mitrović,rs SRB,DF,Getafe,es La Liga,31,1990,29.6,710,905,78.5,15304,5712,192,218,88.1,388,459,84.5,123,213,57.7,0,0.1,0.2,-0.1,2,22,1,0,24
