Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Ademola Lookman,ng NGA,FWMF,Leicester City,eng Premier League,23,1997,16.1,32,14,10,13,9,10,28,35.7,18,19,1,18,10,42,4,0
Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,30,1990,33.1,0,0,0,0,0,0,0,,0,0,0,0,3,3,12,3
David López,es ESP,MFDF,Espanyol,es La Liga,31,1989,8.3,18,13,9,8,1,9,16,56.3,7,10,8,2,10,28,25,2
Diego López,es ESP,GK,Espanyol,es La Liga,39,1981,35.3,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,21,1
Javi López,es ESP,DF,Alavés,es La Liga,19,2002,5.1,8,6,6,2,0,4,6,66.7,2,7,1,6,4,12,15,0
Maxime Lopez,fr FRA,MF,Sassuolo,it Serie A,23,1997,32.6,69,36,40,27,2,35,87,40.2,52,33,7,26,42,111,38,1
Pau López,es ESP,GK,Marseille,fr Ligue 1,26,1994,29,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,12,1
Unai López,es ESP,MF,Rayo Vallecano,es La Liga,25,1995,12.9,19,9,6,10,3,10,33,30.3,23,7,0,7,10,29,8,1
Dion Lopy,sn SEN,MF,Reims,fr Ligue 1,19,2002,18.2,53,29,22,24,7,21,53,39.6,32,20,4,16,22,75,17,0
Samuel Loric,fr FRA,DF,Lorient,fr Ligue 1,21,2000,3,7,5,2,3,2,5,8,62.5,3,2,0,2,5,12,9,0
Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,35,1986,32.6,67,39,29,32,6,35,70,50.0,35,33,9,24,70,137,54,1
Jonas Lössl,dk DEN,GK,Brentford,eng Premier League,32,1989,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Marcel Lotka,pl POL,GK,Hertha BSC,de Bundesliga,20,2001,9.8,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,3,3
Jordan Lotomba,ch SUI,DF,Nice,fr Ligue 1,22,1998,19.8,33,17,21,9,3,16,30,53.3,14,17,4,13,12,45,28,0
Johaneko Louisjean,fr FRA,DF,Bordeaux,fr Ligue 1,17,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Mamadou Loum,sn SEN,MF,Alavés,es La Liga,24,1996,25.7,49,22,26,22,1,17,45,37.8,28,30,11,19,37,86,68,1
Imran Louza,ma MAR,MF,Watford,eng Premier League,22,1999,15.7,41,21,18,20,3,16,38,42.1,22,28,6,22,42,83,20,1
Matteo Lovato,it ITA,DF,Atalanta,it Serie A,21,2000,3.4,5,4,4,1,0,0,1,0.0,1,4,2,2,7,12,8,0
Matteo Lovato,it ITA,DF,Cagliari,it Serie A,21,2000,13.8,23,15,13,10,0,8,20,40.0,12,21,10,11,28,51,43,0
Eduard Löwen,de GER,MF,Bochum,de Bundesliga,24,1997,15.7,33,22,12,13,8,11,45,24.4,34,17,2,15,9,42,15,1
Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,32,1989,19.7,38,24,20,10,8,20,37,54.1,17,25,11,14,26,64,68,0
Anthony Lozano,hn HON,FWMF,Cádiz,es La Liga,28,1993,18.6,8,4,2,3,3,5,18,27.8,13,16,2,14,2,10,7,0
Hirving Lozano,mx MEX,FW,Napoli,it Serie A,26,1995,17.9,28,20,12,11,5,8,30,26.7,22,24,0,24,9,37,9,0
Jean Lucas,br BRA,MF,Monaco,fr Ligue 1,23,1998,16.1,43,25,14,24,5,17,40,42.5,23,15,5,10,13,56,4,1
Anderson Lucoqui,ao ANG,DF,Mainz 05,de Bundesliga,24,1997,8.3,22,10,11,6,5,11,22,50.0,11,15,3,12,11,33,10,0
Florentino Luís,pt POR,MF,Getafe,es La Liga,21,1999,11,42,25,22,17,3,17,35,48.6,18,21,2,19,21,63,11,1
José Luis Gayà,es ESP,DF,Valencia,es La Liga,26,1995,20.8,35,21,24,10,1,16,34,47.1,18,17,3,14,19,54,37,0
José Luis Morales,es ESP,FWMF,Levante,es La Liga,34,1987,30.2,27,17,6,9,12,12,42,28.6,30,29,0,29,4,31,7,0
José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,31,1990,29.7,78,40,42,33,3,32,50,64.0,18,43,21,22,100,178,80,2
Luismi,es ESP,FWMF,Sevilla,es La Liga,20,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,23,1998,30.2,59,39,30,24,5,21,72,29.2,51,30,7,23,34,93,28,1
Romelu Lukaku,be BEL,FW,Chelsea,eng Premier League,28,1993,17.7,2,1,0,1,1,1,5,20.0,4,11,1,10,0,2,20,0
Castello Lukeba,fr FRA,DF,Lyon,fr Ligue 1,18,2002,23.3,34,19,27,7,0,15,23,65.2,8,18,9,9,38,72,64,2
Dodi Lukebakio,be BEL,FW,Hertha BSC,de Bundesliga,23,1997,2,2,1,2,0,0,1,3,33.3,2,2,0,2,2,4,0,0
Dodi Lukebakio,be BEL,FWMF,Wolfsburg,de Bundesliga,23,1997,9.8,7,4,3,2,2,1,10,10.0,9,5,0,5,13,20,4,0
Saša Lukić,rs SRB,MF,Torino,it Serie A,24,1996,33.1,51,34,17,27,7,19,43,44.2,24,34,6,28,24,75,41,0
Levi Lumeka,eng ENG,MFFW,Troyes,fr Ligue 1,22,1998,0.7,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,2,0
Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,22,1999,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Andrey Lunyov,ru RUS,GK,Leverkusen,de Bundesliga,29,1991,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Sebastiano Luperto,it ITA,DF,Empoli,it Serie A,24,1996,21.8,29,17,17,10,2,10,20,50.0,10,32,26,6,45,74,132,0
Andreas Luthe,de GER,GK,Union Berlin,de Bundesliga,34,1987,27,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,11,4
Lyanco,br BRA,DF,Southampton,eng Premier League,24,1997,10.1,18,15,11,7,0,10,18,55.6,8,18,13,5,13,31,50,1
Charalambos Lykogiannis,gr GRE,DFFW,Cagliari,it Serie A,27,1993,20.2,19,12,16,1,2,11,20,55.0,9,18,8,10,31,50,73,0
Yannis M'Bemba,fr FRA,DFFW,Nantes,fr Ligue 1,20,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Alexis Mac Allister,ar ARG,MFFW,Brighton,eng Premier League,22,1998,23.6,65,40,23,30,12,29,68,42.6,39,37,7,30,13,78,22,0
Deiver Machado,co COL,DFMF,Lens,fr Ligue 1,27,1993,5.8,16,14,11,1,4,12,14,85.7,2,9,1,8,3,19,12,1
Darwin Machís,ve VEN,MFFW,Granada,es La Liga,28,1993,15.3,23,13,11,8,4,9,23,39.1,14,10,0,10,15,38,17,0
Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,22,1998,17,41,22,24,14,3,16,42,38.1,26,18,4,14,18,59,27,0
James Maddison,eng ENG,MFFW,Leicester City,eng Premier League,24,1996,27.3,40,20,8,24,8,14,46,30.4,32,18,3,15,11,51,12,0
Niki Mäenpää,fi FIN,GK,Venezia,it Serie A,36,1985,16.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,2
Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,24,1997,32.7,84,47,48,28,8,38,69,55.1,31,30,13,17,46,130,74,0
Louis Mafouta,cf CTA,FW,Metz,fr Ligue 1,27,1994,5.8,0,0,0,0,0,0,5,0.0,5,1,0,1,0,0,4,0
Giulio Maggiore,it ITA,MF,Spezia,it Serie A,23,1998,31.3,58,32,20,32,6,31,77,40.3,46,30,5,25,29,87,33,0
Matej Maglica,hr CRO,MF,Stuttgart,de Bundesliga,22,1998,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Francesco Magnanelli,it ITA,MF,Sassuolo,it Serie A,36,1984,3,5,4,4,1,0,1,9,11.1,8,3,1,2,1,6,3,0
Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,25,1995,5.9,10,7,5,5,0,8,16,50.0,8,5,3,2,10,20,46,0
Giangiacomo Magnani,it ITA,DF,Sampdoria,it Serie A,25,1995,2.7,4,2,4,0,0,1,1,100.0,0,2,2,0,7,11,12,0
Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,23,1998,16.3,50,34,27,20,3,22,50,44.0,28,13,3,10,25,75,13,0
Yohann Magnin,fr FRA,MFDF,Clermont Foot,fr Ligue 1,24,1997,19.1,53,31,22,26,5,24,42,57.1,18,17,7,10,20,73,36,0
Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,28,1993,27.9,34,21,22,8,4,19,31,61.3,12,36,29,7,32,66,101,3
Riyad Mahrez,dz ALG,FW,Manchester City,eng Premier League,30,1991,16.6,11,3,5,4,2,5,19,26.3,14,15,1,14,6,17,6,0
Arne Maier,de GER,MF,Augsburg,de Bundesliga,22,1999,20.7,20,13,6,10,4,8,26,30.8,18,18,1,17,15,35,13,0
Habib Maïga,ci CIV,MF,Metz,fr Ligue 1,25,1996,14.1,47,28,29,13,5,24,48,50.0,24,20,7,13,14,61,18,0
Mike Maignan,fr FRA,GK,Milan,it Serie A,26,1995,32,2,1,2,0,0,2,2,100.0,0,0,0,0,1,3,4,2
Ainsley Maitland-Niles,eng ENG,MF,Arsenal,eng Premier League,23,1997,3,8,4,5,3,0,2,4,50.0,2,2,0,2,4,12,4,0
Ainsley Maitland-Niles,eng ENG,DF,Roma,it Serie A,23,1997,5.4,8,6,5,0,3,5,14,35.7,9,7,0,7,6,14,7,0
Josh Maja,ng NGA,FW,Bordeaux,fr Ligue 1,22,1998,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Abdul Majeed Waris,gh GHA,FWMF,Strasbourg,fr Ligue 1,29,1991,3.6,5,3,2,3,0,5,10,50.0,5,2,0,2,0,5,1,0
Lovro Majer,hr CRO,MFFW,Rennes,fr Ligue 1,23,1998,20.4,32,21,9,14,9,11,42,26.2,31,26,2,24,11,43,9,0
Jean-Victor Makengo,fr FRA,MF,Udinese,it Serie A,23,1998,26.1,30,21,7,17,6,15,29,51.7,14,26,6,20,19,49,17,0
Béni Makouana,cg CGO,FWMF,Montpellier,fr Ligue 1,18,2002,3.6,2,2,0,0,2,0,1,0.0,1,1,0,1,3,5,2,0
Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,26,1995,32.6,56,32,24,26,6,18,49,36.7,31,42,13,29,71,127,41,0
Nikola Maksimović,rs SRB,DF,Genoa,it Serie A,29,1991,12.4,14,6,10,4,0,7,9,77.8,2,17,11,6,12,26,61,1
Kévin Malcuit,ma MAR,DFMF,Napoli,it Serie A,30,1991,3.2,4,2,4,0,0,2,2,100.0,0,3,0,3,8,12,6,0
Daniel Maldini,it ITA,MF,Milan,it Serie A,19,2001,1.6,8,3,4,3,1,2,6,33.3,4,4,0,4,1,9,0,0
Youssef Maleh,it ITA,MF,Fiorentina,it Serie A,22,1998,11.3,27,16,8,13,6,12,25,48.0,13,14,1,13,6,33,2,0
Donyell Malen,nl NED,FW,Dortmund,de Bundesliga,22,1999,18.7,13,10,4,5,4,7,13,53.8,6,10,0,10,10,23,11,0
Ruslan Malinovskyi,ua UKR,MFFW,Atalanta,it Serie A,28,1993,17.7,18,10,3,10,5,5,19,26.3,14,27,3,24,5,23,1,0
Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,30,1991,20.3,45,25,24,19,2,16,31,51.6,15,23,9,14,20,65,53,0
Lennard Maloney,us USA,DF,Dortmund,de Bundesliga,21,1999,0.1,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
Mickael Malsa,mq MTQ,MF,Levante,es La Liga,25,1995,12.7,37,17,16,18,3,15,42,35.7,27,20,8,12,18,55,15,0
Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,20,2000,18,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,1
Rey Manaj,al ALB,FW,Spezia,it Serie A,24,1997,19.6,19,12,3,11,5,6,26,23.1,20,16,0,16,4,23,13,0
Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,21,1999,8.9,18,12,8,7,3,9,21,42.9,12,5,2,3,5,23,6,0
Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,32,1989,26.2,32,19,18,13,1,14,37,37.8,23,23,6,17,32,64,72,0
Gianluca Mancini,it ITA,DF,Roma,it Serie A,25,1996,32,41,25,22,18,1,18,33,54.5,15,38,19,19,39,80,69,0
Leonardo Mancuso,it ITA,FW,Empoli,it Serie A,29,1992,4.7,1,1,0,1,0,0,6,0.0,6,2,0,2,1,2,2,0
Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,36,1985,9,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,4,1
Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,27,1994,14.4,45,25,30,14,1,22,30,73.3,8,18,9,9,21,66,38,0
Reinildo Mandava,mz MOZ,DF,Lille,fr Ligue 1,27,1994,16.9,43,23,29,11,3,32,51,62.7,19,13,4,9,37,80,55,0
Aïssa Mandi,dz ALG,DF,Villarreal,es La Liga,29,1991,15.3,11,5,2,8,1,3,6,50.0,3,17,14,3,13,24,49,3
Rolando Mandragora,it ITA,MF,Torino,it Serie A,24,1997,14.7,21,10,3,16,2,12,21,57.1,9,18,4,14,10,31,13,0
Anthony Mandrea,dz ALG,GK,Angers,fr Ligue 1,24,1996,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,0
Sadio Mané,sn SEN,FW,Liverpool,eng Premier League,29,1992,31.3,33,20,7,14,12,8,26,30.8,18,30,1,29,8,41,15,0
Eliaquim Mangala,fr FRA,DF,Saint-Étienne,fr Ligue 1,30,1991,13.1,17,12,12,5,0,8,12,66.7,4,11,8,3,17,34,61,1
Orel Mangala,be BEL,MF,Stuttgart,de Bundesliga,23,1998,20.6,17,10,5,7,5,11,22,50.0,11,11,4,7,12,29,19,1
Thomas Mangani,fr FRA,MF,Angers,fr Ligue 1,34,1987,24.4,58,30,23,34,1,31,68,45.6,37,38,11,27,36,94,29,0
Ricardo Mangas,pt POR,DF,Bordeaux,fr Ligue 1,23,1998,26.1,35,22,22,8,5,26,41,63.4,15,18,4,14,25,60,47,3
Kostas Manolas,gr GRE,DF,Napoli,it Serie A,30,1991,3.5,2,2,1,1,0,2,3,66.7,1,2,1,1,4,6,10,1
Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,27,1994,14,39,29,28,10,1,21,36,58.3,15,15,6,9,10,49,32,0
Myziane Maolida,fr FRA,MF,Nice,fr Ligue 1,22,1999,0.4,1,0,0,1,0,0,0,,0,1,0,1,0,1,0,0
Myziane Maolida,fr FRA,FWMF,Hertha BSC,de Bundesliga,22,1999,8.6,7,4,5,1,1,3,9,33.3,6,5,0,5,1,8,6,0
Sekou Mara,fr FRA,FWMF,Bordeaux,fr Ligue 1,19,2002,10.1,8,4,1,1,6,1,8,12.5,7,7,0,7,2,10,6,0
Maranhão,br BRA,FWMF,Valencia,es La Liga,24,1996,10.8,15,11,4,6,5,5,16,31.3,11,15,0,15,7,22,13,0
Nikola Maraš,rs SRB,DF,Rayo Vallecano,es La Liga,25,1995,11.6,13,9,12,1,0,9,15,60.0,6,17,13,4,15,28,51,0
Fernando Marçal,br BRA,MFDF,Wolves,eng Premier League,32,1989,16.1,42,22,27,14,1,21,37,56.8,16,25,4,21,28,70,52,0
Marcelo,br BRA,DF,Real Madrid,es La Liga,33,1988,5.8,8,4,2,3,3,5,10,50.0,5,7,2,5,1,9,11,0
Marcelo,br BRA,DF,Bordeaux,fr Ligue 1,34,1987,10,9,5,7,2,0,4,6,66.7,2,4,3,1,13,22,46,1
Marcelo,br BRA,DF,Lyon,fr Ligue 1,34,1987,2,4,3,0,4,0,4,6,66.7,2,3,2,1,4,8,10,0
Solly March,eng ENG,DFFW,Brighton,eng Premier League,27,1994,19.4,30,17,11,9,10,7,22,31.8,15,22,3,19,17,47,25,0
Riccardo Marchizza,it ITA,DF,Empoli,it Serie A,23,1998,15,21,15,11,8,2,11,16,68.8,5,15,6,9,10,31,24,0
Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,29,1992,34.7,16,11,10,6,0,10,23,43.5,13,37,27,10,43,59,114,2
Iván Marcone,ar ARG,MF,Elche,es La Liga,31,1990,9,24,14,17,6,1,12,24,50.0,12,8,3,5,12,36,13,0
Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,32,1989,18.7,50,37,24,19,7,28,43,65.1,15,20,3,17,19,69,27,0
Davide Marfella,it ITA,GK,Napoli,it Serie A,21,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
José Mari,es ESP,MF,Cádiz,es La Liga,33,1987,4.3,14,7,3,10,1,7,8,87.5,1,4,1,3,7,21,2,0
Pablo Marí,es ESP,DF,Arsenal,eng Premier League,27,1993,2,5,3,1,3,1,3,6,50.0,3,5,4,1,3,8,10,0
Pablo Marí,es ESP,DF,Udinese,it Serie A,27,1993,14.9,16,8,8,6,2,8,16,50.0,8,18,12,6,21,37,72,0
José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,26,1995,22.7,18,12,12,6,0,8,16,50.0,8,25,19,6,25,43,96,1
Mariano,do DOM,FW,Real Madrid,es La Liga,27,1993,3.8,2,0,2,0,0,0,0,,0,2,0,2,1,3,3,0
Răzvan Marin,ro ROU,MF,Cagliari,it Serie A,25,1996,31.3,42,21,16,22,4,24,54,44.4,30,23,5,18,10,52,17,1
Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,27,1994,20.4,36,24,27,9,0,20,40,50.0,20,21,14,7,25,61,66,1
Mika Màrmol,es ESP,DF,Barcelona,es La Liga,19,2002,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Omar Marmoush,eg EGY,FW,Wolfsburg,de Bundesliga,22,1999,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Omar Marmoush,eg EGY,FW,Stuttgart,de Bundesliga,22,1999,17.5,26,17,6,14,6,4,20,20.0,16,9,1,8,7,33,6,0
Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,27,1994,31.8,37,14,25,11,1,20,35,57.1,15,35,19,16,16,53,102,0
Roger Martí,es ESP,FW,Levante,es La Liga,30,1991,23.5,23,14,3,13,7,8,30,26.7,22,14,0,14,2,25,8,0
Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,25,1995,2.4,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0
Anthony Martial,fr FRA,FWMF,Sevilla,es La Liga,25,1995,5.4,2,1,0,0,2,2,6,33.3,4,4,0,4,0,2,3,0
Martín,es ESP,MF,Cádiz,es La Liga,22,1999,1.3,2,2,0,2,0,0,0,,0,1,0,1,1,3,3,0
Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,24,1997,25.5,54,33,32,18,4,24,55,43.6,31,24,4,20,20,74,35,0
Ander Martin,es ESP,FWMF,Real Sociedad,es La Liga,20,2000,1,1,0,0,1,0,1,1,100.0,0,0,0,0,3,4,1,0
Andrés Martín,es ESP,FWMF,Rayo Vallecano,es La Liga,22,1999,2.1,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
Carlos Martín,es ESP,DF,Atlético Madrid,es La Liga,19,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Iván Martín,es ESP,MFFW,Alavés,es La Liga,22,1999,1.8,1,1,1,0,0,0,1,0.0,1,2,0,2,1,2,1,0
Jonas Martin,fr FRA,MF,Rennes,fr Ligue 1,31,1990,23.4,35,20,12,21,2,19,53,35.8,34,17,3,14,22,57,28,1
Martinelli,br BRA,FWMF,Arsenal,eng Premier League,20,2001,20.7,27,19,7,14,6,10,29,34.5,19,26,1,25,20,47,15,0
Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,28,1992,36,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,6,1
Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,30,1991,26,28,13,18,7,3,14,23,60.9,9,22,10,12,39,67,143,0
Javi Martínez,es ESP,MFFW,Osasuna,es La Liga,21,1999,9.8,21,14,8,11,2,10,29,34.5,19,6,0,6,9,30,10,0
Josep Martinez,es ESP,GK,RB Leipzig,de Bundesliga,23,1998,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Lautaro Martínez,ar ARG,FW,Inter,it Serie A,23,1997,25.4,20,10,3,10,7,6,11,54.5,5,21,1,20,18,38,6,0
Pablo Martínez,es ESP,MF,Levante,es La Liga,23,1998,7.3,15,8,7,8,0,4,13,30.8,9,6,3,3,15,30,5,0
Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,25,1996,15.9,36,25,23,11,2,21,34,61.8,13,22,9,13,19,55,46,0
Gelson Martins,pt POR,MFFW,Monaco,fr Ligue 1,26,1995,21.2,42,27,10,26,6,21,59,35.6,38,26,1,25,17,59,4,0
Adam Marušić,me MNE,DF,Lazio,it Serie A,28,1992,30.2,30,18,16,12,2,13,32,40.6,19,19,8,11,41,71,71,0
Omar Mascarell,es ESP,MF,Elche,es La Liga,28,1993,27.7,46,26,16,23,7,24,60,40.0,36,42,14,28,48,94,52,2
Andrea Masiello,it ITA,DF,Genoa,it Serie A,35,1986,5.7,5,3,4,1,0,4,7,57.1,3,8,4,4,11,16,20,1
Adam Masina,ma MAR,DF,Watford,eng Premier League,27,1994,12,24,13,11,10,3,12,29,41.4,17,18,6,12,18,42,45,0
Erhan Mašović,rs SRB,DF,Bochum,de Bundesliga,22,1998,17.2,37,20,22,14,1,22,35,62.9,13,31,20,11,34,71,65,1
Roberto Massimo,de GER,DFFW,Stuttgart,de Bundesliga,20,2000,9.7,14,5,6,7,1,4,16,25.0,12,9,0,9,3,17,6,0
Arthur Masuaku,cd COD,DFFW,West Ham,eng Premier League,27,1993,7.2,31,23,19,11,1,14,23,60.9,9,9,1,8,9,40,17,0
Jaime Mata,es ESP,FW,Getafe,es La Liga,32,1988,7.5,7,5,3,1,3,1,9,11.1,8,4,1,3,1,8,5,0
Juan Mata,es ESP,MF,Manchester Utd,eng Premier League,33,1988,2.6,6,4,2,3,1,3,5,60.0,2,1,0,1,1,7,1,0
Pape Matar Sarr,sn SEN,MF,Metz,fr Ligue 1,18,2002,23.7,45,26,21,23,1,18,39,46.2,21,33,3,30,29,74,22,0
Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,19,2002,8.8,8,7,4,4,0,2,11,18.2,9,11,3,8,13,21,9,0
Aleš Matějů,cz CZE,DF,Venezia,it Serie A,25,1996,8.1,16,12,10,5,1,13,29,44.8,16,10,6,4,9,25,15,0
Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,24,1997,12.7,8,4,2,5,1,3,18,16.7,15,11,3,8,4,12,13,0
Nemanja Matić,rs SRB,MF,Manchester Utd,eng Premier League,32,1988,15.4,31,18,19,11,1,15,31,48.4,16,21,6,15,31,62,21,3
Joël Matip,cm CMR,DF,Liverpool,eng Premier League,29,1991,31,47,34,23,19,5,20,31,64.5,11,26,14,12,44,91,93,1
Chrislain Matsima,fr FRA,DF,Monaco,fr Ligue 1,19,2002,1.5,3,2,1,2,0,2,7,28.6,5,3,3,0,1,4,6,1
Azor Matusiwa,nl NED,MF,Reims,fr Ligue 1,23,1998,27.4,58,32,28,26,4,26,55,47.3,29,49,19,30,62,120,43,0
Neal Maupay,fr FRA,FW,Brighton,eng Premier League,24,1996,25.3,17,10,2,6,9,4,18,22.2,14,21,2,19,2,19,2,0
Stephy Mavididi,eng ENG,FWMF,Montpellier,fr Ligue 1,23,1998,25.5,24,13,11,7,6,14,39,35.9,25,23,2,21,8,32,11,0
Konstantinos Mavropanos,gr GRE,DF,Stuttgart,de Bundesliga,23,1997,30.1,57,39,35,21,1,30,51,58.8,21,46,23,23,69,126,174,2
Eric Maxim Choupo-Moting,cm CMR,FWMF,Bayern Munich,de Bundesliga,32,1989,4.2,10,9,3,6,1,3,10,30.0,7,1,0,1,5,15,2,0
Luís Maximiano,pt POR,GK,Granada,es La Liga,22,1999,34.8,3,1,3,0,0,3,6,50.0,3,0,0,0,1,4,16,2
Borja Mayoral,es ESP,FWDF,Roma,it Serie A,24,1997,1.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Borja Mayoral,es ESP,FW,Getafe,es La Liga,24,1997,11.6,7,5,2,3,2,1,2,50.0,1,10,4,6,4,11,3,0
Derek Mazou-Sacko,fr FRA,FWDF,Troyes,fr Ligue 1,16,2004,0,1,0,0,0,1,1,1,100.0,0,0,0,0,0,1,1,0
Pasquale Mazzocchi,it ITA,DF,Venezia,it Serie A,26,1995,13.8,18,8,11,4,3,10,26,38.5,16,11,8,3,21,39,31,1
Pasquale Mazzocchi,it ITA,DF,Salernitana,it Serie A,26,1995,14.1,28,19,15,11,2,14,34,41.2,20,5,0,5,11,39,31,0
Kevin Mbabu,ch SUI,DF,Wolfsburg,de Bundesliga,26,1995,15.5,31,20,21,5,5,12,23,52.2,11,25,8,17,35,66,35,0
Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,22,1998,33.6,11,8,1,4,6,7,13,53.8,6,6,0,6,5,16,13,0
Ibrahima Mbaye,sn SEN,DF,Bologna,it Serie A,26,1994,1.2,1,1,1,0,0,1,2,50.0,1,1,1,0,1,2,6,0
Amadou Mbengue,sn SEN,DFMF,Metz,fr Ligue 1,19,2002,6.8,19,10,10,9,0,11,22,50.0,11,7,2,5,10,29,19,0
Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,21,1999,32.3,28,16,1,12,15,6,20,30.0,14,21,6,15,11,39,20,0
Jason Mbock,fr FRA,FW,Angers,fr Ligue 1,21,1999,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jordi Mboula,es ESP,FW,Mallorca,es La Liga,22,1999,4.8,8,2,3,3,2,5,9,55.6,4,7,1,6,3,11,3,0
Moustapha Mbow,sn SEN,DF,Reims,fr Ligue 1,21,2000,1,6,6,3,2,1,3,3,100.0,0,0,0,0,1,7,6,0
Nathanael Mbuku,fr FRA,FWMF,Reims,fr Ligue 1,19,2002,15.8,14,13,4,7,3,2,8,25.0,6,14,0,14,11,25,4,0
James McArthur,sct SCO,MF,Crystal Palace,eng Premier League,33,1987,16,33,23,13,19,1,16,44,36.4,28,23,9,14,30,63,27,0
James Mcatee,eng ENG,MFFW,Manchester City,eng Premier League,18,2002,0.2,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0
Kasey McAteer,eng ENG,FW,Leicester City,eng Premier League,19,2001,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Liam McCarron,sct SCO,FW,Leeds United,eng Premier League,20,2001,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,31,1989,17,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
John McGinn,sct SCO,MF,Aston Villa,eng Premier League,26,1994,34.3,106,64,35,55,16,54,104,51.9,50,53,6,47,35,141,34,0
Weston McKennie,us USA,MF,Juventus,it Serie A,22,1998,15.2,20,11,11,7,2,8,26,30.8,18,17,8,9,23,43,20,0
Stuart McKinstry,sct SCO,MF,Leeds United,eng Premier League,18,2002,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
